id,title,cast,release_year,duration_int,duration_type,mean_rating
ds249,the kid who would be king,"louis ashbourne serkis, tom taylor, rebecca ferguson, patrick stewart, denise gough, dean chaumoo",2019,121.0,min,3.4924406047516197
ds250,treasure buddies,"richard riehle, mason cook, adam alexi-malle, lochlyn munro, mo gallini, christopher maleki",2012,96.0,min,3.5618336886993602
ds251,white fang 2: myth of the white wolf,"scott bairstow, charmaine craig, alfred molina, geoffrey lewis, al harrington, anthony michael ruivivar",1994,106.0,min,3.561715481171548
ds252,cesar millan: the real story,cesar millan,2012,45.0,min,3.556745182012848
ds253,future-worm!,"andy milonakis, james adomian, corey burton, melanie lynskey, ryan quincy, neil degrasse tyson",2016,1.0,season,3.548421052631579
ds254,kick buttowski: suburban daredevil,"charlie schlatter, matt jones, danny cooksey",2010,2.0,season,3.5435203094777563
ds255,man of the house,"chevy chase, farrah fawcett, jonathan taylor thomas, george wendt",1995,97.0,min,3.5305263157894737
ds256,mark twain and me,"jason robards, talia shire, r.h. thomson, fiona reid, chris wiggins, amy stewart",1991,93.0,min,3.6896929824561404
ds257,squanto: a warrior's tale,"adam beach, eric schweig, michael gambon, nathaniel parker, alex norton, sheldon peters wolfchild",1994,102.0,min,3.5555555555555554
ds258,caravan of courage: an ewok adventure,"eric walker, warwick davis, fionnula flanagan, guy boyd, aubree miller, daniel frishman",1984,97.0,min,3.518633540372671
ds259,ewoks: the battle for endor,"wilford brimley, warwick davis, aubree miller, siân phillips, carel struycken, niki botelho",1985,97.0,min,3.5628930817610063
ds260,higglytown heroes,"frankie ryan manriquez, taylor masamitsu, liliana mumy, rory thost, edie mcclurg",2004,2.0,season,3.516
ds261,island at the top of the world,"david hartman, donald sinden, jacques marin, mako , david gwillim, agneta eckemyr",1974,94.0,min,3.4281183932346724
ds262,made in a day,craig whitney,2020,1.0,season,3.6119096509240247
ds263,night at the museum,"ben stiller, carla gugino, dick van dyke, mickey rooney, bill cobbs, jake cherry",2006,109.0,min,3.5487288135593222
ds264,secrets of the zoo,mocean melvin,2017,4.0,season,3.489108910891089
ds265,sharks of the bermuda triangle,mike new,2020,45.0,min,3.5622448979591836
ds266,star wars vintage: clone wars 2d micro-series,"mat lucas, james arnold taylor, tom kane, grey delisle, corey burton, andré sogliuzzo",2021,1.0,season,3.505175983436853
ds267,star wars vintage: story of the faithful wookiee,,2021,9.0,min,3.5458333333333334
ds268,star wars: ewoks,"jim henshaw, cree summer francks, jackie burroughs, george buza, doug chamberlain, paul chato",1985,2.0,season,3.522132796780684
ds269,the big year,"steve martin, jack black, owen wilson, brian dennehy, anjelica huston, rashida jones",2011,101.0,min,3.4928131416837784
ds270,the last ice,,2020,82.0,min,3.5511022044088176
ds271,third man on the mountain,"michael rennie, james macarthur, janet munro, james donald, herbert lom, laurence naismith",1959,107.0,min,3.5405117270788913
ds272,walk the prank,"cody veith, bryce gheisar, brandon severs, jillian shea spaeder, tobie windham",2016,3.0,season,3.618895966029724
ds273,gnomeo & juliet,"james mcavoy, emily blunt, matt lucas, ashley jensen, michael caine, jim cummings",2011,86.0,min,3.6138297872340424
ds274,pickle and peanut,"johnny pemberton, jon heder, dana snyder, joel trussell",2015,2.0,season,3.5660569105691056
ds275,the mighty ducks: game changers,,2021,1.0,season,3.5744234800838575
ds276,disney big hero 6 the series,"scott adsit, ryan potter, brooks wheelan, jamie chung, khary payton, genesis rodriguez",2017,3.0,season,3.519607843137255
ds277,disney my music story: perfume,"a-chan , kashiyuka , nocchi",2019,53.0,min,3.5592515592515594
ds278,mexico untamed,juan monsalvez,2018,1.0,season,3.55
ds279,the falcon and the winter soldier,"anthony mackie, sebastian stan, daniel brühl, emily vancamp, wyatt russell",2021,1.0,season,3.536997885835095
ds280,doc mcstuffins: the doc is in,"laya deleon hayes, loretta devine, lara jill miller, robbie rist, anthony anderson, dr myiesha taylor,  md",2020,24.0,min,3.639186295503212
ds281,marvel studios assembled,,2021,1.0,season,3.5054112554112553
ds282,miss peregrine's home for peculiar children,"eva green, asa butterfield, samuel l. jackson, judi dench, rupert everett, allison janney",2016,127.0,min,3.5242616033755274
ds283,own the room,"alondra toledo, daniela blanco, henry onyango, jason hadzikostas, santosh pandey",2021,91.0,min,3.514925373134328
ds284,garfield: a tail of two kitties,"breckin meyer, jennifer love hewitt, billy connolly, bill murray",2006,79.0,min,3.5395604395604394
ds285,american dragon: jake long,"dante basco, jeff bennett, amy bruckner, john dimaggio, charlie finn, kittie",2004,2.0,season,3.588477366255144
ds286,car sos,,2012,8.0,season,3.5020576131687244
ds287,disney channel games 2008,,2008,1.0,season,3.5873563218390805
ds288,disney roll it back (shorts),"ramon reed, kaylin hayman, suzi barrett, tobie windham, jc currais",2019,1.0,season,3.596529284164859
ds289,dog with a blog,"g hannelius, blake michael, francesca capaldi, stephen full, regan burns, beth littleford",2012,3.0,season,3.526766595289079
ds290,mickey go local,"azran bin ahmad, rozita binti mohamed hussain, shamsir bin mohd shahar, suzana binti ahmad",2019,1.0,season,3.606382978723404
ds291,myth: a frozen tale,evan rachel wood,2021,12.0,min,3.5043572984749454
ds292,okavango: river of dreams,dereck joubert,2020,95.0,min,3.5388655462184873
ds293,pair of kings,"mitchel musso, doc shaw, kelsey chow, ryan ochoa, geno segers",2010,3.0,season,3.5707171314741037
ds294,secrets of sulphur springs,"preston oliver, kyliegh curran, elle graham, madeleine mcgraw, landon gordon, kelly frye",2021,1.0,season,3.536876355748373
ds295,shanghai disney resort grand opening gala,,2016,24.0,min,3.4787449392712553
ds296,cheaper by the dozen,"steve martin, bonnie hunt, hilary duff, tom welling, piper perabo",2003,99.0,min,3.5521472392638036
ds297,cheaper by the dozen 2,"steve martin, eugene levy, bonnie hunt, tom welling, piper perabo, carmen electra",2005,95.0,min,3.571129707112971
ds298,flora & ulysses,"matilda lawler, alyson hannigan, ben schwartz, anna deavere smith, danny pudi, benjamin evan ainsworth",2021,95.0,min,3.512422360248447
ds299,the book of life,"diego luna, zoe saldana, channing tatum, ron perlman, christina applegate, ice cube",2014,101.0,min,3.4881656804733727
ds300,the muppet show,"jim henson, frank oz, dave goelz, richard hunt, eren ozker, john lovelady",1976,5.0,season,3.57521186440678
ds301,marvel battleworld: mystery of the thanostones,"giles panton, rebecca shoichet, jesse inocalla, brad swaile, deven mack, ian hanlin",2020,1.0,season,3.532051282051282
ds302,marvel's behind the mask,,2021,65.0,min,3.5622406639004147
ds303,rodgers & hammerstein's cinderella,"brandy norwood, whitney houston, bernadette peters, paolo montalbán, whoopi goldberg, victor garber",1997,86.0,min,3.5185567010309278
ds304,you again,"kristen bell, sigourney weaver, jamie lee curtis, odette yustman, kristin chenoweth, victor garber",2010,106.0,min,3.5202020202020203
ds305,disney my music story: yoshiki,yoshiki,2019,48.0,min,3.4925213675213675
ds306,expedition everest,tate donovan,2020,45.0,min,3.573304157549234
ds307,upside-down magic,"izabela rose, siena agudong, kyle howard, elie samouhi, alison fernandez, max torina",2020,97.0,min,3.5663043478260867
ds308,wicked tuna: outer banks,bill ratner,2013,7.0,season,3.557377049180328
ds309,dinosaurs,,1991,4.0,season,3.5313131313131314
ds310,texas storm squad,sam douglas,2020,44.0,min,3.5440573770491803
ds311,pixar popcorn,"ellen degeneres, craig t. nelson, holly hunter, keegan-michael key, jordan peele",2021,1.0,season,3.580808080808081
ds312,wild uganda,russell boulter,2018,45.0,min,3.581914893617021
ds313,elena of avalor,"aimee carrero, jenna ortega, keith ferguson, jillian reed, carlos alazraqui, mikey kelley",2015,3.0,season,3.5836693548387095
ds314,isle of dogs,"bryan cranston, koyu rankin, edward norton, bob balaban, jeff goldblum, bill murray",2018,102.0,min,3.5934182590233545
ds315,mary poppins returns,"emily blunt, lin-manuel miranda, ben whishaw, emily mortimer, julie walters, pixie davies",2018,140.0,min,3.507157464212679
ds316,wandavision,"elizabeth olsen, paul bettany, teyonah parris, kathryn hahn, randall park, kat dennings",2021,1.0,season,3.4706521739130434
ds317,disney fam jam,"phil wright, ariel martin, trevor tordjman",2020,1.0,season,3.4336188436830835
ds318,ferdinand,"jack gore, jet jurgensmeyer, nile diaz, colin h. murphy, carlos saldanha, jeremy sisto",2017,111.0,min,3.591295116772824
ds319,marvel studios legends,,2021,1.0,season,3.543388429752066
ds320,toy story: that time forgot,"tom hanks, tim allen, kristen schaal, kevin mckidd, emily hahn, wallace shawn",2014,22.0,min,3.5366379310344827
ds321,700 sharks,paul bandey,2018,45.0,min,3.532064128256513
ds322,big sharks rule,lance lewman,2018,45.0,min,3.5032467532467533
ds323,dr. seuss' horton hears a who!,"jim carrey, steve carell, will arnett, seth rogen, isla fisher, amy poehler",2008,88.0,min,3.4989733059548254
ds324,great shark chow down,dan nachtrab,2019,45.0,min,3.502202643171806
ds325,mega hammerhead,neil hammerschlag,2016,43.0,min,3.591451292246521
ds326,burrow,,2020,6.0,min,3.4910913140311806
ds327,cosmos: possible worlds,neil degrasse tyson,2020,1.0,season,3.5454545454545454
ds328,disney gallery / star wars: the mandalorian,"jon favreau, dave filoni, pedro pascal, bryce howard, taika waititi, carl weathers",2020,2.0,season,3.5254065040650406
ds329,max keeble's big move,"alex d. linz, larry miller, jamie kennedy, zena grey, josh peck, nora dunn",2001,88.0,min,3.5149892933618845
ds330,soul,"jamie foxx, tina fey, angela bassett, ahmir-khalib ""questlove"" thompson, phylicia rashad, daveed diggs",2020,107.0,min,3.564516129032258
ds331,arendelle castle yule log,,2020,180.0,min,3.4980582524271844
ds332,buried truth of the maya,josh bernstein,2020,48.0,min,3.4857768052516414
ds333,disney parks sunrise series,,2021,1.0,season,3.5294117647058822
ds334,dory's reef cam,,2020,182.0,min,3.5867237687366167
ds335,into the woods,"meryl streep, emily blunt, james corden, anna kendrick, chris pine, tracey ullman",2014,126.0,min,3.609375
ds336,"miraculous world: new york, united heroez","cristina vee, bryce papenbrook, keith silverstein, carrie keranen, selah victor, sabrina weisz",2020,60.0,min,3.4830339321357284
ds337,on pointe,,2020,1.0,season,3.4018789144050103
ds338,wild nordic,dan nachtrab,2019,1.0,season,3.565714285714286
ds339,disney channel's epic holiday showdown,,2020,50.0,min,3.40929203539823
ds340,disney holiday magic quest,,2020,46.0,min,3.5809312638580932
ds341,gender revolution: a journey with katie couric,katie couric,2017,93.0,min,3.472160356347439
ds342,high school musical: the musical: the holiday special,"olivia rodrigo, joshua bassett, sofia wylie, matt cornett, larry saperstein, julia lester",2020,46.0,min,3.5698151950718686
ds343,ralph breaks the internet,"john c. reilly, sarah silverman, gal gadot, jane lynch, jack mcbrayer, alan tudyk",2018,116.0,min,3.567685589519651
ds344,safety,"jay reeves, thaddeus j. mixson, corinne foxx, matthew glave, james badge dale, hunter sansone",2020,123.0,min,3.590818363273453
ds345,anastasia,"meg ryan, john cusack, kelsey grammer, christopher lloyd, hank azaria, bernadette peters",1997,95.0,min,3.536534446764092
ds346,godmothered,"june squibb, jillian bell, jane curtin, carlease burke, sonia manzano, erica parks",2020,113.0,min,3.590080971659919
ds347,man vs. shark,"jeremiah sullivan, dave hoffman",2019,45.0,min,3.5552147239263805
ds348,mulan,"yifei liu, donnie yen, gong li, jet li, jason lee, yoson an",2020,117.0,min,3.570806100217865
ds349,sky high,"kelly preston, lynda carter, michael angarano, danielle panabaker, mary elizabeth winstead, bruce campbell",2005,101.0,min,3.4701923076923076
ds350,the disney holiday singalong,"ryan seacrest, andrea bocelli, bts , michael bublé, ciara , chloe x halle",2020,45.0,min,3.4875
ds351,the nutcracker and the four realms,"keira knightley, mackenzie foy, eugenio derbez, jayden fowora-knight, matthew macfadyen, richard grant",2018,101.0,min,3.5807522123893807
ds352,"alexander and the terrible, horrible, no good, very bad day","steve carell, jennifer garner, ed oxenbould, dylan minnette, kerris dorsey, jennifer coolidge",2014,83.0,min,3.5009746588693957
ds353,black beauty,"mackenzie foy, kate winslet, iain glen, calam lynch, claire forlani, fern deacon",2020,111.0,min,3.565082644628099
ds354,from our family to yours,,2020,3.0,min,3.484076433121019
ds355,once upon a time in wonderland,"sophie lowe, michael socha, peter gadiot, emma rigby, naveen andrews, john lithgow",2013,1.0,season,3.5097087378640777
ds356,party animals,,2016,1.0,season,3.606382978723404
ds357,folklore: the long pond studio sessions,"taylor swift, aaron dessner, jack antonoff, justin vernon",2020,107.0,min,3.448692152917505
ds358,bia,"isabela souza, giulia guerrini, julio peña, guido messina, andrea de alba, agustina palma",2019,1.0,season,3.5185185185185186
ds359,marvel's 616,,2020,1.0,season,3.548596112311015
ds360,planes,"dane cook, stacy keach, brad garrett, teri hatcher, julia louis-dreyfus, priyanka chopra",2013,94.0,min,3.5677179962894248
ds361,planes: fire & rescue,"dane cook, ed harris, julie bowen, curtis armstrong, john higgins, hal holbrook",2014,85.0,min,3.5817805383022776
ds362,the real right stuff,,2020,90.0,min,3.5009560229445507
ds363,the wonderful world of mickey mouse,"chris diamantopoulos, kaitlyn robrock, bill farmer, tony anselmo, tress macneille",2020,1.0,season,3.5762376237623763
ds364,lego star wars holiday special,"helen sadler, omar miller, jake green, kelly marie tran, trevor devall, matt sloan",2020,48.0,min,3.573469387755102
ds365,home alone,"macaulay culkin, joe pesci, daniel stern, john heard, roberts blossom, catherine o'hara",1990,103.0,min,3.617283950617284
ds366,home alone 2: lost in new york,"macaulay culkin, joe pesci, daniel stern, john heard, devin ratray, catherine o'hara",1992,121.0,min,3.49781181619256
ds367,home alone 3,"alex d. linz, haviland morris, olek krupa",1997,103.0,min,3.490153172866521
ds368,inside pixar,,2020,1.0,season,3.5527950310559007
ds369,petra: secrets of the ancient builders,bert morris,2019,45.0,min,3.5103092783505154
ds370,ultimate viking sword,jay sanders,2019,45.0,min,3.598752598752599
ds371,disney's a christmas carol,"jim carrey, gary oldman, colin firth, bob hoskins, robin penn, cary elwes",2009,97.0,min,3.498991935483871
ds372,fancy nancy (shorts),"mia sinclair jenness, dana heath, spencer moss, alyson hannigan",2019,1.0,season,3.529850746268657
ds373,goldie & bear,"georgie kidder, justine huxley, natalie lander, jim cummings, david kaufman, david lodge",2015,2.0,season,3.5
ds374,mr. magoo,"leslie nielsen, kelly lynch, ernie hudson, stephen tobolowsky, nick chinlund, matt keeslar",1997,88.0,min,3.4597249508840866
ds375,prep & landing,"dave foley, sarah chalke, mason cotton, lino disalvo, derek richardson, william sheppard",2009,23.0,min,3.554838709677419
ds376,prep & landing: naughty vs. nice,"dave foley, derek richardson, sarah chalke, rob riggle, chris parnell, w. sheppard",2011,23.0,min,3.566974595842956
ds377,disney channel halloween house party,"tobie windham, raphael alejandro, suzi barrett, isaac ryan brown, kylie cantrall, scarlett estevez",2020,23.0,min,3.5598039215686272
ds378,the mandalorian,"pedro pascal, carl weathers, gina carano, omid abtahi, nick nolte",2019,2.0,season,3.470414201183432
ds379,the sorcerer's apprentice,"nicolas cage, jay baruchel, alfred molina, teresa palmer, monica bellucci, omar miller",2010,111.0,min,3.539473684210526
ds380,x-ray earth,,2020,1.0,season,3.5411522633744856
ds381,gathering storm,tucker mcdougall,2020,1.0,season,3.55045871559633
ds382,india from above,dev patel,2019,1.0,season,3.5345528455284554
ds383,marvel super hero adventures,,2017,4.0,season,3.492263056092843
ds384,once upon a snowman,"josh gad, idina menzel, kristen bell, jonathan groff, chris williams",2020,12.0,min,3.505630630630631
ds385,pompeii: secrets of the dead,maite jauregui,2019,45.0,min,3.530425963488844
ds386,toy story of terror!,"tom hanks, tim allen, joan cusack, carl weathers, stephen tobolowsky, timothy dalton",2013,22.0,min,3.5247844827586206
ds387,beverly hills chihuahua,"piper perabo, manolo cardona, jamie curtis, jose yazpik, maury sterling, jesus ochoa",2008,95.0,min,3.4734151329243352
ds388,clouds,"fin argus, sabrina carpenter, madison iseman, neve campbell, tom scott, lil rel howery",2020,122.0,min,3.527056277056277
ds389,lost on everest,tate donovan,2020,60.0,min,3.564732142857143
ds390,marvel's iron man & captain america: heroes united,"adrian pasdar, roger smith, fred tatasciore, david kaye, liam o'brien, clancy brown",2014,72.0,min,3.5948453608247424
ds391,meet the chimps,jane lynch,2020,1.0,season,3.409282700421941
ds392,the rocketeer,"kitana turnbull, billy campbell, kathy najimy, callan farris, frank welker",2019,1.0,season,3.5534274193548385
ds393,oil spill of the century,loïck peyron,2019,45.0,min,3.6145610278372593
ds394,the chronicles of narnia: the voyage of the dawn treader,"georgie henley, skandar keynes, ben barnes, will poulter, tilda swinton",2010,113.0,min,3.509493670886076
ds395,the right stuff,"jake mcdorman, patrick adams, colin o’donoghue, eloise mumford, james lafferty, nora zehetner",2020,1.0,season,3.430927835051546
ds396,wild portugal,bart thomasson,2020,45.0,min,3.5860323886639676
ds397,x2,"patrick stewart, hugh jackman, ian mckellen, halle berry, famke janssen, james marsden",2003,134.0,min,3.5062240663900415
ds398,mr. holland's opus,"richard dreyfuss, glenne headly, jay thomas, w.h. macy, alicia witt, jean kelly",1996,143.0,min,3.5053763440860215
ds399,disneynature oceans,"pierce brosnan, lancelot perrin",2010,84.0,min,3.4695378151260505
ds400,hidden figures,"taraji henson, octavia spencer, janelle monáe, kevin costner, kirsten dunst, jim parsons",2016,128.0,min,3.5700197238658777
ds401,magic of disney's animal kingdom,josh gad,2020,1.0,season,3.5775862068965516
ds402,secret society of second-born royals,"peyton lee, niles fitch, isabella blake-thomas, olivia deeble, skylar astin, elodie yung",2020,99.0,min,3.4369565217391305
ds403,the giant robber crab,colin solman,2019,44.0,min,3.5659722222222223
ds404,wild central america,nigel marven,2020,1.0,season,3.504056795131846
ds405,ancient china from above,dr. allan maca,2020,1.0,season,3.4958246346555324
ds406,becoming,,2020,1.0,season,3.5416666666666665
ds407,coop & cami ask the world,"ruby turner, dakota lotus, olivia sanabia, albert tsai, paxton booth, rebecca metz",2018,2.0,season,3.5340136054421767
ds408,europe from above,julian barratt,2019,1.0,season,3.497844827586207
ds409,ever after: a cinderella story,"drew barrymore, anjelica huston, dougray scott, patrick godfrey, megan dodds, melanie lynskey",1998,122.0,min,3.5554323725055434
ds410,kingdom of the mummies,kerry shale,2020,1.0,season,3.5511811023622046
ds411,morning light,patrick warburton,2008,99.0,min,3.477924944812362
ds412,notre dame: race against the inferno,paul bandey,2019,45.0,min,3.5346638655462184
ds413,once upon a time,"ginnifer goodwin, jennifer morrison, robert carlyle, lana parrilla, jared gilmore, josh dallas",2011,7.0,season,3.540372670807453
ds414,soy luna,"karol sevilla, ruggero pasquarelli, valentina zenere, lucila gandolfo, michael ronda, carolina kopelioff",2015,3.0,season,3.551440329218107
ds415,violetta,"diego ramos, martina stoessel, pablo espinosa, jorge blanco, mercedes lambre, nicolás garnier",2011,3.0,season,3.555776892430279
ds416,christopher robin,"ewan mcgregor, hayley atwell, bronte carmichael, mark gatiss, oliver davies, ronke adekoluejo",2018,109.0,min,3.522772277227723
ds417,d2: the mighty ducks,"emilio estevez, michael tucker, jan rubeš, kathryn erbe, joshua jackson, elden ratliff",1994,107.0,min,3.5318275154004106
ds418,d3: the mighty ducks,"emilio estevez, jeffrey nordling, david selby, heidi kling, joshua jackson, elden ratliff",1996,104.0,min,3.5535714285714284
ds419,earth to ned,,2020,1.0,season,3.486514522821577
ds420,trick or treat,,1952,9.0,min,3.4923664122137406
ds421,alice through the looking glass,"johnny depp, anne hathaway, mia wasikowska, matt lucas, rhys ifans, helena carter",2016,115.0,min,3.5496031746031744
ds422,phineas and ferb the movie: candace against the universe,"ashley tisdale, vincent martella, ali wong, dan povenmire, alyson stoner, maulik pancholy",2020,86.0,min,3.5522540983606556
ds423,back to the titanic,,2020,44.0,min,3.4109442060085837
ds424,beauty and the beast,"emma watson, dan stevens, luke evans, kevin kline, josh gad, ewan mcgregor",2017,138.0,min,3.570815450643777
ds425,mars: one day on the red planet,nigel barber,2020,88.0,min,3.5285087719298245
ds426,the one and only ivan,"sam rockwell, angelina jolie, danny devito, helen mirren, brooklynn prince, ramón rodríguez",2020,95.0,min,3.481670061099796
ds427,"weirdest, bestest, truest","charlie engelman, kirby engelman",2018,1.0,season,3.570342205323194
ds428,disney junior t.o.t.s.: calling all t.o.t.s. (shorts),"jet jurgensmeyer, christian simon, megan hilty",2020,1.0,season,3.4820627802690582
ds429,disney zombies 2,"milo manheim, meg donnelly, trevor tordjman, kylee russell, carla jeffery, chandler kinney",2020,84.0,min,3.4979633401221997
ds430,india's wild leopards,"sandesh kadur, priya singh",2020,45.0,min,3.504016064257028
ds431,jungle animal rescue,dan nachtrab,2019,1.0,season,3.5657015590200447
ds432,magic camp,"adam devine, gillian jacobs, nathaniel mcintyre, jeffrey tambor, cole sand, isabella crovetti",2020,101.0,min,3.525933609958506
ds433,marvel studios' ant-man and the wasp,"paul rudd, evangeline lilly, michael peña, walton goggins, hannah john-kamen, david dastmalchian",2018,120.0,min,3.5091093117408905
ds434,nature boom time,"charlie engelman, kirby engelman, patrick rahill",2016,1.0,season,3.554255319148936
ds435,sam's zookeeper challenge,sam peltz,2018,1.0,season,3.5161290322580645
ds436,scuba sam's world,sam peltz,2018,1.0,season,3.5245726495726495
ds437,spaced out,ben detour,2018,1.0,season,3.4880174291938997
ds438,the greatest showman,"hugh jackman, zac efron, michelle williams, rebecca ferguson, zendaya , keala settle",2017,106.0,min,3.5683760683760686
ds439,weird but true!,"charlie engelman, kirby engelman",2017,3.0,season,3.5224839400428265
ds440,wild cats of india,james murray,2020,1.0,season,3.5683673469387753
ds441,howard,howard ashman,2020,95.0,min,3.411324786324786
ds442,prince of persia: the sands of time,"jake gyllenhaal, ben kingsley, gemma arterton, alfred molina, richard coyle, toby kebbell",2010,117.0,min,3.5801217038539552
ds443,star wars: galaxy's edge-adventure awaits,"neil harris, kaley cuoco, oscar isaac, sarah hyland, keegan-michael key, jay leno",2019,81.0,min,3.5030364372469633
ds444,the hidden kingdoms of china,michelle yeoh,2020,88.0,min,3.5451807228915664
ds445,the peanuts movie,"noah schnapp, alex garfin, hadley miller, mariel sheets, venus schultheis, noah johnston",2015,89.0,min,3.521782178217822
ds446,ufo europe: the untold stories,robert ashby,2012,1.0,season,3.5224032586558045
ds447,animal showdown,brian peck,2018,1.0,season,3.536842105263158
ds448,best job ever,,2018,1.0,season,3.588477366255144
ds449,big cat games,boone smith,2015,44.0,min,3.443080357142857
ds450,black is king,beyoncé knowles-carter,2020,86.0,min,3.514314928425358
ds451,cradle of the gods,tim conrad,2012,45.0,min,3.536842105263158
ds452,destination world,rick robles,2018,1.0,season,3.510460251046025
ds453,fearless adventures with jack randall,jack randall,2018,1.0,season,3.5630341880341883
ds454,hunt for the abominable snowman,stephen rashbrook,2011,45.0,min,3.502136752136752
ds455,incredibles 2,"craig nelson, holly hunter, sarah vowell, huckleberry milner, catherine keener, eli fucile",2018,118.0,min,3.5235042735042734
ds456,king fishers,stephen mangan,2013,1.0,season,3.5185185185185186
ds457,lost temple of the inca,dan nachtrab,2020,44.0,min,3.5664556962025316
ds458,marvel funko shorts,,2016,2.0,season,3.5596026490066226
ds459,muppets now,"dave goelz, matt vogel, david rudman, peter linz, bill barretta, eric jacobson",2020,1.0,season,3.4734607218683653
ds460,surviving the mount st. helens disaster,bill ratner,2020,44.0,min,3.5968688845401173
ds461,what sam sees,sam peltz,2018,1.0,season,3.5264187866927594
ds462,pirates of the caribbean: dead men tell no tales,"johnny depp, javier bardem, brenton thwaites, kaya scodelario, kevin mcnally, golshifteh farahani",2017,129.0,min,3.5792291220556747
ds463,pj masks (shorts),,2017,1.0,season,3.5488798370672097
ds464,rogue trip,"bob woodruff, mack woodruff",2020,1.0,season,3.574786324786325
ds465,wild congo,corey johnson,2014,1.0,season,3.5700836820083683
ds466,wild sri lanka,paul mcgann,2016,1.0,season,3.5211416490486256
ds467,a pre-opening report from disneyland,"walt disney, winston hibler",1955,55.0,min,3.5615384615384613
ds468,diary of a wimpy kid: the long haul,"jason drucker, alicia silverstone, tom scott, charlie wright, owen asztalos, dylan walters",2017,92.0,min,3.486407766990291
ds469,disney junior music lullabies,,2018,1.0,season,3.545824847250509
ds470,lost city of machu picchu,craig sechler,2019,44.0,min,3.5895669291338583
ds471,super robot monkey team hyperforce go!,"greg cipes, kevin michael	richardson, tom kenny, kari wahlgren, clancy brown, corey feldman",2004,2.0,season,3.5101214574898787
ds472,the mouseketeers at walt disney world,"jo worley, ronnie schell, dennis underwood, leslie norris, billy attmore, scott craig",1977,56.0,min,3.547244094488189
ds473,wild chile,peter venn,2017,1.0,season,3.5361328125
ds474,x-men: apocalypse,"james mcavoy, michael fassbender, jennifer lawrence, oscar isaac, nicholas hoult, rose byrne",2016,144.0,min,3.5797752808988763
ds475,cosmos: a spacetime odyssey,"neil tyson, stoney emshwiller",2013,1.0,season,3.5363825363825363
ds476,hamilton: history has its eyes on you,"lin-manuel miranda, thomas kail, christopher jackson, leslie odom jr., phillipa soo, renee goldsberry",2020,47.0,min,3.5239085239085237
ds477,solo: a star wars story,"alden ehrenreich, woody harrelson, emilia clarke, donald glover, thandie newton, phoebe waller-bridge",2018,135.0,min,3.5528942115768465
ds478,x-men: days of future past,"hugh jackman, james mcavoy, michael fassbender, jennifer lawrence, halle berry, nicholas hoult",2014,132.0,min,3.4627329192546585
ds479,the undefeated presents: hamilton in-depth,"lin-manuel miranda, thomas kail, renee goldsberry, leslie odom jr., daveed diggs, phillipa soo",2020,33.0,min,3.506172839506173
ds480,animal er,dr. brian beale,2016,2.0,season,3.576687116564417
ds481,diary of a wimpy kid: rodrick rules,"zachary gordon, devon bostick, rachael harris, robert capron, steve zahn",2011,100.0,min,3.505434782608696
ds482,hamilton,"daveed diggs, renée goldsberry, jonathan groff, christopher jackson, jasmine jones, lin-manuel miranda",2020,160.0,min,3.5054704595185995
ds483,ice age: collision course,"ray romano, john leguizamo, denis leary, adam devine, jesse ferguson, max greenfield",2016,97.0,min,3.57
ds484,race to witch mountain,"dwayne johnson, annasophia robb, carla gugino, ciarán hinds, alexander ludwig, tom scott",2009,100.0,min,3.5939334637964775
ds485,the big green,"steve guttenberg, olivia d'abo, jay sanders, john terry, chauncey leopardi, patrick renna",1995,100.0,min,3.571138211382114
ds486,the mighty ducks,"emilio estevez, joss ackland, lane smith, heidi kling, josef sommer, joshua jackson",1992,104.0,min,3.4747081712062258
ds487,while you were sleeping,"sandra bullock, bill pullman, peter gallagher, peter boyle, glynis johns, micole mercurio",1995,104.0,min,3.4750519750519753
ds488,disney a.n.t. farm,"china mcclain, sierra mccormick, jake short, stefanie scott, carlon jeffery",2011,3.0,season,3.485523385300668
ds489,into the unknown: making frozen 2,"kristen bell, idina menzel, josh gad, jonathan groff, jennifer lee, chris buck",2020,1.0,season,3.483739837398374
ds490,man in space,"walt disney, dick tufeld, ward kimball, willy ley, dr. heinz haber, dr. wernher von braun",1955,49.0,min,3.519308943089431
ds491,mars and beyond,"walt disney, paul frees, dr. ernst stuhlinger, dr. wernher von braun, dr. e.c. slipher",1957,53.0,min,3.5636574074074074
ds492,marvel studios' avengers: infinity war,"robert downey jr., chris hemsworth, mark ruffalo, chris evans, scarlett johansson, don cheadle",2018,152.0,min,3.528242677824268
ds493,tarzan,"tony goldwyn, minnie driver, glenn close, alex linz, rosie o'donnell, brian blessed",1999,93.0,min,3.5440573770491803
ds494,tarzan ii,"harrison chad, george carlin, brad garrett, ron perlman, estelle harris, glenn close",2005,75.0,min,3.664335664335664
ds495,101 dalmatians (series),"jeff bennett, christine cavanaugh, tara charendoff, jim cummings, tress macneille, charlotte rae",1997,1.0,season,3.5155945419103314
ds496,big sur: wild california,hector elizondo,2010,47.0,min,3.5519911504424777
ds497,disney junior muppet babies play date,,2018,1.0,season,3.5748373101952278
ds498,egypt's treasure guardians,dominic frisby,2016,44.0,min,3.4788583509513744
ds499,the jungle book,"bill murray, ben kingsley, idris elba, lupita nyong'o, scarlett johansson, giancarlo esposito",2016,108.0,min,3.511727078891258
