id,title,cast,release_year,duration_int,duration_type,mean_rating
as806,team umizoomi,,2012,3.0,season,3.6455696202531644
as807,"team hot wheels, skills to thrill",,2019,45.0,min,3.3747252747252747
as808,"team hot wheels, build the epic race",,2019,45.0,min,3.5121951219512195
as809,tayo the little bus,,2019,5.0,season,3.4936440677966103
as810,tattoo nation,"don ed hardy, travis barker, danny trejo, freddy negrete",2016,86.0,min,3.4508196721311477
as811,tattletales,bert convy,1974,1.0,season,3.4969512195121952
as812,tarzan the fearless,"buster crabbe, mischa auer, julie bishop, e. alyn warren, philo mccullough, matthew betz",1933,86.0,min,3.678800856531049
as813,tarzan and the trappers,"gordon scott, eve brent, ricky sorensen, leslie bradley, maurice marsac, bruce lester, scatman crothers",1958,70.0,min,3.5069169960474307
as814,target for tonight,,1941,49.0,min,3.668918918918919
as815,tandav,"saif ali khan, dimple kapadia, tigmanshu dhulia, mohd. zeeshan ayyub, sunil grover, kritika kamra, kumud kumar mishra, sarah jane dias, dino morea, gauahar khan, sandhya mridul, annup sonii, paresh pahuja, shonali nagrani, hitten ttejwani, amyra dastur, neha hinge, sukhmani sadana",2021,1.0,season,3.53420523138833
as816,tan,"monte bell, jazlyn sward, darius levante, dewitt brown, steven bartlett, george todd mclachlan, brian murphy, jojo yeo",2021,22.0,min,3.507760532150776
as817,tamizh padam 2,"shiva, disha pandey, iswarya menon, sathish",2018,138.0,min,3.6297117516629713
as818,tamara,"jenna dewan-tatum, katie stuart, chad faust",2006,98.0,min,3.4659574468085106
as819,tall firs,,2007,34.0,min,3.597777777777778
as820,tales from the loop,"rebecca hall, paul schneider, duncan joiner, daniel zolghadri, jonathan pryce",2020,1.0,season,3.6078629032258065
as821,taking 5,"alona tal, daniella monet, christy carlson romano",2008,90.0,min,3.4697286012526094
as822,take us home: leeds united,"russell crowe, andrea radrizanni, marcelo bielsa, victor orta, angus kinnear, liam cooper, luke ayling, kalvin phillips, patrick bamford, nikolaj coster-waldau, ralph ineson, josh warrington, james mooney",2020,2.0,season,3.5518234165067177
as823,takatak,"prathamesh parab, ritika shrotri, abhijit amkar, pranali bhalerao",2019,143.0,min,3.570063694267516
as824,"tad, the lost explorer and the secret of king midas","oscar barberan, michelle jenner, miguel angel jenner",2017,85.0,min,3.567864271457086
as825,t-rex ranch dinosaur adventures,"aaron michael, lb",2021,35.0,min,3.5061099796334014
as826,symphony to rushing water,steve's bedroom band,2017,60.0,min,3.5383141762452106
as827,symphony to iceland's gulfoss waterfall,steves bedroom band,2017,47.0,min,3.537037037037037
as828,symphony to flowers,kimiko ishizaka,2017,82.0,min,3.5587668593448942
as829,symphony in colorado,,2017,81.0,min,3.5720430107526884
as830,sye raa narasimha reddy (telugu),"chiranjeevi, amitabh bachchan, sudeep, jagapathi babu, vijay sethupathi, nayanthara, ravi kishan, nassar, tamannaah bhatia",2019,170.0,min,3.5868200836820083
as831,sye raa narasimha reddy (tamil),"chiranjeevi, amitabh bachchan, sudeep, jagapathi babu, vijay sethupathi, nayanthara, ravi kishan, nassar, tamannaah bhatia",2019,170.0,min,3.5224719101123596
as832,sye raa narasimha reddy (malayalam),"chiranjeevi, amitabh bachchan, sudeep, jagapathi babu, vijay sethupathi, nayanthara, ravi kishan, nassar, tamannaah bhatia",2019,170.0,min,3.565031982942431
as833,sye raa narasimha reddy (hindi),"chiranjeevi, amitabh bachchan, sudeep, jagapathi babu, vijay sethupathi, nayanthara, ravi kishan, nassar, tamannaah bhatia",2019,170.0,min,3.5262605042016806
as834,sword oratoria: is it wrong to try to pick up girls in a dungeon? on the side,,2017,1.0,season,3.51
as835,swing hostess,"martha tilton, claire rochelle, harry holman, terry frost, charles collins, earle bruce, betty brodel, iris adrian",1944,74.0,min,3.4978540772532187
as836,swing and dance with little baby bum,,2019,34.0,min,3.4491150442477876
as837,swiine,,2016,1.0,season,3.4788135593220337
as838,swedish dicks,"peter stormare, johan glans, vivian bang, felisha cooper, keanu reeves, traci lords, stephanie koenig, j.p. manoux, suzanne ford, frances fisher",2018,2.0,season,3.5493562231759657
as839,swamp people,,2018,5.0,season,3.540289256198347
as840,survivors guide to prison,"bruce lisker, reggie cole, danny trejo, deepak chopra, patricia arquette, danny glover, cynthia nixon, ice t, rza, busta rhymes, tom morello (rage against the machine), russell simmons, b-real, macklemore, quincy jones, q-tip, warren g, chuck d, brandon boyd (incubus), jesse williams",2018,103.0,min,3.546201232032854
as841,survivor,jeff probst,2014,19.0,season,3.510204081632653
as842,surgeons: at the edge of life,"shaun dooley, steven jeffery, sam ford, richard laing, tim martin",2018,1.0,season,3.5028846153846156
as843,supersize vs superskinny,"christian jessen, anna richardson, gillian mckeith, daisy donovan",2014,5.0,season,3.5807770961145193
as844,superships,,2007,1.0,season,3.475103734439834
as845,supermarket sweep,david ruprecht,2000,2.0,season,3.56969696969697
as846,superheroes: a never-ending battle,"liev schreiber, stan lee, linda carter, adam west",2013,1.0,season,3.560416666666667
as847,"superfish: billfish, with david attenborough",david attenborough,2008,52.0,min,3.496039603960396
as848,superbook,"shannon chan-kent, sam vincent, cathy weseluck",2015,3.0,season,3.6164874551971327
as849,super size me 2: holy chicken!,morgan spurlock,2019,103.0,min,3.5315315315315314
as850,super size me,morgan spurlock,2004,99.0,min,3.608829568788501
as851,super jojo - yes yes vegetables song,super jojo,2019,3.0,min,3.5096359743040684
as852,supa strikas - keep calm and soccer on,,2019,60.0,min,3.481366459627329
as853,"supa strikas - eat, sleep, play soccer",,2019,60.0,min,3.5067114093959733
as854,supa strikas - best in the field,,2019,60.0,min,3.5473372781065087
as855,supa strikas - alive and kickin',,2019,60.0,min,3.544018058690745
as856,supa strikas - a goal in one!,,2019,59.0,min,3.5792181069958846
as857,sunshine state,"angela bassett, mary steenburgen, edie falco, timothy hutton, miguel ferrer, marc blucas, bill cobbs, jane alexander, ralph waite, richard edson",2002,141.0,min,3.4171779141104293
as858,sunshine sento-sake (subbed) (4k uhd),,2016,1.0,season,3.542194092827004
as859,sunshine sento-sake (subbed),,2016,1.0,season,3.5135699373695197
as860,sunshine hotel,"michael dominic, nathan smith, ray stark",2002,99.0,min,3.604
as861,sunset on the desert,"roy rogers, george 'gabby' hayes, lynne carver, frank m. thomas, beryl wallace, glenn strange, douglas fowley, fred burns, roy barcroft, henry wills, forrest taylor, sons of the pioneers, pat brady, ralph bucko, roy bucko, bob card, ed cassidy, dorothy christy, jim corey, art dillard, hugh farr, karl farr",1942,55.0,min,3.4941291585127203
as862,sunrise on the bosphorus,,2019,30.0,min,3.5
as863,sunnyside,"john lansing, joey travolta",1979,101.0,min,3.6263736263736264
as864,sunny bunnies,,2018,2.0,season,3.463709677419355
as865,sundown saunders,"bob steele, marie burton, ed cassidy, charles king, milburn morante, earl dwire, jack rockwell, edmund cobb",1935,70.0,min,3.58953722334004
as866,sundown,"bruce cabot, gene tierney, george sanders, cedric hardwicke, harry carey",1941,90.0,min,3.4894736842105263
as867,summer 2019 american road trip,robert morales,2020,1.0,season,3.526209677419355
as868,suits,"gabriel macht, rick hoffman, sarah rafferty, dulé hill, katherine heigl, amanda schull",2019,9.0,season,3.5165198237885464
as869,suicide,"markus h. eberhard, katja weber, beatrice heimrich",2001,84.0,min,3.527027027027027
as870,sui dhaaga - made in india,"anushka sharma, varun dhawan, raghubir yadav, yamini dass, sawan tank, manukriti pahwa, namit das, puja sarup, mahesh sharma, shrikant verma",2018,122.0,min,3.586433260393873
as871,sufiyum sujatayum,"jayasurya, aditi rao hydari, dev mohan, siddique, mamukoya, harish kanaran, kalaranjini",2020,123.0,min,3.495594713656388
as872,subaru launch control,"travis pastrana, brandon semenuk, scott speed",2021,3.0,season,3.6042105263157893
as873,student of the year 2,"tiger shroff, tara sutaria, ananya panday",2019,146.0,min,3.554029304029304
as874,striking range,"lou diamond phillips, yancy butler",2006,96.0,min,3.5050607287449393
as875,streets of compton,"alonzo williams, game",2016,1.0,season,3.5343035343035343
as876,street dance,"nichola burley, richard winsor, charlotte rampling",2013,99.0,min,3.537974683544304
as877,strategic air command,"james stewart, june allyson, frank lovejoy, barry sullivan, alex nicol",1955,114.0,min,3.5477223427331888
as878,strange wilderness,"steve zahn, allen covert, jonah hill, kevin heffernan, ashley scott, peter dante, harry hamlin, robert patrick, joe don baker, blake clark, justin long, jeff garlin, ernest borgnine, jake abel, oliver hudson",2008,85.0,min,3.633832976445396
as879,strange love,"flavor flav, brigitte nielsen",2005,1.0,season,3.5980392156862746
as880,strange empire series,"cara gee, tattiawna jones, melissa farman, aaron poole",2015,1.0,season,3.527964205816555
as881,straight shooter,"tim mccoy, julie sheldon, ben corbett, ted adams, reed howes, forrest taylor, budd buster, carl mathews, jack ingram",1940,48.0,min,3.4311827956989247
as882,storytime with mila and morphle,sabrina glow,2019,38.0,min,3.5256410256410255
as883,storm boy,"jai courtney, geoffrey rush, finn little, trevor jamieson, morgan davies, eric thomson, natasha wanganeen, luca sardelis, michelle nightingale",2019,99.0,min,3.5654761904761907
as884,storage wars: texas,"walt cade, ricky smith, bubba smith, mary padian",2012,1.0,season,3.4834437086092715
as885,storage wars: northern treasures,"don reinhart, roy dirnbeck, cindy hayden, rick coffill, ursula stolf, paul kenny, bogart kenny",2014,1.0,season,3.549438202247191
as886,storage wars new york,"joe pauletich, john luke",2013,1.0,season,3.5984095427435387
as887,storage wars,,2011,1.0,season,3.5667372881355934
as888,stop making sense,"david byrne, chris frantz, jerry harrison, tina weymouth",1984,88.0,min,3.491471215351812
as889,stitches,"ross noble, tommy knight",2012,86.0,min,3.572234762979684
as890,still today,"jody thompson, teri wyble, mark ashworth, thomas elliott, hunter burke",2020,82.0,min,3.5667372881355934
as891,still mine,"james cromwell, geneviève bujold, chuck shamata, campbell scott, zachary bennett",2013,103.0,min,3.4604989604989607
as892,sticky fingers,"melanie mayron, helen slater",1988,85.0,min,3.484732824427481
as893,stick man,"martin freeman, jennifer saunders, russell tovey, hugh bonneville, rob brydon, sally hawkins",2015,27.0,min,3.481670061099796
as894,steven seagal lawman,"steven seagal, larry dyess",2010,2.0,season,3.536995515695067
as895,steve treviño: my life in quarantine,"steve treviño, renae treviño",2020,72.0,min,3.603
as896,steve hofstetter: ginger kid,steve hofstetter,2015,65.0,min,3.507510729613734
as897,steve byrne: the byrne identity,steve byrne,2010,73.0,min,3.538076152304609
as898,stephen fry: gadget man,stephen fry,2012,1.0,season,3.5854978354978355
as899,stepfather 2,"terry o'quinn, meg foster, caroline williams, jonathan brandis, henry brown, john o'leary",1989,84.0,min,3.616331096196868
as900,step on it,"richard talmadge, lois wilde, roger williams, george walsh, eddie davis, earl dwire",1935,56.0,min,3.547817047817048
as901,stella dallas (1937),"barbara stanwyck, john boles, anne shirley",1937,106.0,min,3.542181069958848
as902,steep,"bill briggs, stefano de benedetti, eric pehota",2007,90.0,min,3.5211581291759466
as903,stealing paradise,"rachael leigh cook, graham abbey, paula jean hixson, neil napier, jonathan higgins, tammy gillis",2012,89.0,min,3.5515151515151517
as904,state of mind,"niamh cusack, rowena cooper, andrew lincoln",2003,1.0,season,3.507510729613734
as905,startalk with neil degrasse tyson,,2019,1.0,season,3.5541666666666667
as906,star trek: voyager,"kate mulgrew, robert beltran, roxann biggs-dawson, jennifer lien, robert duncan mcneill, ethan phillips, robert picardo, tim russ, garrett wang, jeri ryan",2001,7.0,season,3.516765285996055
as907,star trek: the next generation,"patrick stewart, jonathan frakes, levar burton, brent spiner, michael dorn, marina sirtis, gates mcfadden, wil wheaton, denise crosby, diana muldaur, whoopi goldberg",1994,7.0,season,3.57185628742515
as908,star trek: enterprise,"scott bakula, jolene blalock, connor trinneer, dominic keating, anthony montgomery, linda park, john billingsley",2005,4.0,season,3.5170454545454546
as909,star trek: deep space nine,"avery brooks, nana visitor, colm meany, rene auberjonoi, armin shimerman, cirroc lofton, michael dorn, alexander siddig",1999,7.0,season,3.5588842975206614
as910,star trek:  the original series,walter koenig,1969,3.0,season,3.486607142857143
as911,star trek original (remastered),"leonard nimoy, william shatner, deforest kelley",1969,3.0,season,3.453862660944206
as912,"stallone: frank, that is","frank stallone, sylvester stallone, billy dee williams, joe mantegna, talia shire, billy zane, geraldo rivera, danny aiello, burt young, frankie avalon",2021,73.0,min,3.5289256198347108
as913,stalker,dr. lorraine sheridan,2008,1.0,season,3.512244897959184
as914,stalked by my doctor,"eric roberts, brianna chomer, deborah zoe",2015,88.0,min,3.5134575569358177
as915,stained glass windows,,2010,88.0,min,3.594736842105263
as916,stained,,2011,91.0,min,3.575413223140496
as917,stagecoach - the original john wayne classic,"john wayne, claire trevor, andy devine, john carradine, thomas mitchell, louise platt, george bancroft, donald meek, tim holt, tom tyler, yakima canutt",1939,96.0,min,3.6278280542986425
as918,stage door canteen,"judith anderson, kenny baker, tallulah bankhead, ralph bellamy, charlie mccarthy, ray bolger, gracie fields, katharine hepburn, lynn fontanne",1943,135.0,min,3.5459882583170255
as919,springtime in the sierras,"roy rogers, jane frazee, stephanie bachelor, roy barcroft, andy devine",1947,53.0,min,3.5195652173913046
as920,spring 1941,"katarzyna al abbas, miroslaw baka",2007,100.0,min,3.5348101265822787
as921,spooks run wild,"bela lugosi, leo gorcey, bobby jordan, huntz hall, ernest morrison, dave o'brien, dorothy short, david gorcey, donald haines, dennis moore, p.j. kelly, angelo rossitto, guy wilkerson, jack carr, pat costello, george eldredge, joe kirk, rosemary portia",1941,71.0,min,3.4843423799582465
as922,spongebob squarepants,"tom kenny, bill fagerbakke, rodger bumpass",2009,6.0,season,3.5269461077844313
as923,spongebob docupants,,2020,1.0,season,3.5991471215351813
as924,spirited,"claudia karvan, matt king, rodger corser, louis fowler",2010,2.0,season,3.569620253164557
as925,spirit rider,"graham greene, tantoo cardinal, adam beach, tom jackson",1993,96.0,min,3.675152749490835
as926,spiral,,2017,78.0,min,3.5551948051948052
as927,spies of warsaw,"david tennant, janet montgomery, ann eleonora jørgensen",2013,1.0,season,3.601871101871102
as928,speed dreams - the fastest place on earth,,2013,1.0,season,3.5395299145299144
as929,special forces,"diane kruger, djimon hounsou, benoît magimel",2013,109.0,min,3.5134297520661155
as930,soviet storm: world war ii in the east,"evgeny senchukov, anatoly bogush",2011,2.0,season,3.504149377593361
as931,southward ho!,"roy rogers, george ""gabby"" hayes, lynne roberts, mary hart, wade boteler, arthur loft, lane chandler",1939,53.0,min,3.480430528375734
as932,soul to keep,"sandra mae frank, aurora heimbach, kate rose reynolds, tony spitz, jordan theodore",2019,94.0,min,3.4757281553398056
as933,soothing waterfalls with music,mary kay kayaltizer,2019,60.0,min,3.5501043841336117
as934,soothing surf at del norte for sleep black screen,,2018,601.0,min,3.5787139689578713
as935,soothing surf at carmel beach for sleep,,2017,480.0,min,3.5135135135135136
as936,soothing sights and sounds for kids,,2012,60.0,min,3.5673469387755103
as937,sonu ke titu ki sweety,"kartik aaryan, nushrat bharucha, sunny singh nijjar, ishita raj sharma, alok nath, deepika amin, ayesha raza, virendra saxena, rajesh jais",2018,138.0,min,3.5529661016949152
as938,sons of the soil : jaipur pink panthers,abhishek bachchan,2020,1.0,season,3.555977229601518
as939,sonic x,"jason griffith, mike pollock, suzanne goldish, lisa ortiz, amy palant, rebecca honig, kathleen delaney, matt hoverman, amy birnbaum, darren dunstan, andrew rannells, gregory abbey, oliver wyman, james carter cathcart, kayzie rogers, rachael lillis",2005,3.0,season,3.5
as940,song one,"anne hathaway, johnny flynn, mary steenburgen, ben rosenfield",2015,88.0,min,3.6001984126984126
as941,song of the cloud forest,"dave goelz, jerry nelson, steve whitmire, kevin clash, camille bonora, ricky boyd, fran brill",1989,24.0,min,3.4747368421052633
as942,song of texas,"roy rogers, sheila ryan, harry shannon, barton maclane, bob nolan and the sons of the pioneers, yakima canutt, hank bell",1943,53.0,min,3.4410526315789474
as943,song of texas,"roy rogers, sheila ryan",1943,53.0,min,3.5727459016393444
as944,song of arizona,"roy rogers, george ""gabby"" hayes, dale evans, lyle talbot, tommy cook, bob nolan & the sons of the pioneers",1946,60.0,min,3.5930232558139537
as945,son of the navy,"james dunn, jean parker, martin spellman, selmer jackson, dave o'brien, charles king",1940,71.0,min,3.5597938144329895
as946,son of monte cristo,"louis hayward, joan bennett, george sanders",1940,96.0,min,3.435146443514644
as947,sometimes always never,"bill nighy, sam riley, jenny agutter, tim mcinnerny, alice lowe, alexei sayle, louis healy, andrew shim, ella-grace gregoire, john westley, alan williams",2020,91.0,min,3.5649484536082476
as948,something to sing about,"james cagney, evelyn daw, william frawley, mona barrie, gene lockhart, philip ahn, marek windheim, dwight frye, johnny arthur, william b. davidson, richard tucker, kathleen lockhart, james newill, harry barris, cully richards, candy candido, perc launders, paul mclarind, harland dixon, johnny boyle, john 'skins' miller, pat moran, joe bennett, the vagabonds, eddie allen, daisy bufford, william carey, chick collins, duke green, kenneth harlan, edward hearn, virginia lee irwin, eddie kane, marjorie kane, bo peep karlin, buck mack, alphonse martell, robert mckenzie, dottie messmer, frank mills, joe niemeyer, eleanore prentiss, herbert rawlinson, buddy roosevelt, william ruhl, larry steers, jim toney, dolly waldorf, elinore welz, ernest wood",1937,88.0,min,3.537470725995316
as949,something from nothing: the art of rap,"dr. dre, nas",2012,111.0,min,3.6177685950413223
as950,someone still loves you boris yeltsin,,2008,42.0,min,3.5099337748344372
as951,some assembly required,"kolton stewart, harrison houde, charlie storwick",2016,1.0,season,3.5182555780933065
as952,soldier of night,"iris kaner, ze'ev shimshoni",1986,90.0,min,3.491304347826087
as953,solar flare,"arsen shavlyuk, volodymyr rashuk, ivanna borodai",2020,101.0,min,3.571578947368421
as954,sofia,"gene raymond, sigrid gurie, patricia morison, mischa auer, john wengraf",1948,83.0,min,3.514925373134328
as955,social animals,"noel wells, josh radnor, aya cash, carly chaikin, fortune feimster, samira wiley",2018,83.0,min,3.5043010752688173
as956,soapdish,"robert downey jr., sally field, teri hatcher, cathy moriarty, paul johansson, elisabeth shue, whoopi goldberg, kevin kline, carrie fisher, kathy najimy, willie garson",1991,96.0,min,3.5306122448979593
as957,so undercover,"miley cyrus, jeremy piven, kelly osbourne",2012,94.0,min,3.5142857142857142
as958,snowdonia 1890,matthew rhys,2010,1.0,season,3.5819047619047617
as959,snowden,,2007,36.0,min,3.603191489361702
as960,snowcat - truck tunes for kids,"maureen stapleton,  chelsea cohen,  claudia-laurie corbeil,  louisette dussault",2016,4.0,min,3.520042194092827
as961,snowbound for christmas,"zarrin darnell-martin, henderson wade, scott thompson",2019,84.0,min,3.5889748549323017
as962,snow day,"chris elliott, mark webber, jean smart, schuyler fisk, iggy pop, pam grier, chevy chase, john schneider, zena grey, emmanuelle chriqui",2000,89.0,min,3.6019522776572668
as963,snog marry avoid?,jenny frost,2009,2.0,season,3.480728051391863
as964,snobs,indiana evans,2003,1.0,season,3.5715767634854774
as965,sng: don't come last,,2017,1.0,season,3.550314465408805
as966,sneaky pete,"libe barer, marin ireland, shane mcrae, peter gerety, margo martindale, giovanni ribisi",2019,3.0,season,3.503968253968254
as967,snapshots,"piper laurie, brooke adams, emily baldoni, brett dier, max adler",2018,95.0,min,3.511530398322851
as968,snake eater 3: his law,"lorenzo lamas, minor mustain, tracy cook, holly chester, tracy hway, una kay, gordon atkinson",1992,92.0,min,3.629399585921325
as969,smile please,"mukta barve, lalit prabhakar, prasad oak, aditi govitrikar, trupti khamkar, satish alekar, vedashree mahajan",2019,132.0,min,3.545929018789144
as970,smash up: story of a woman,"susan hayward, lee bowman, marsha hunt, eddie albert, carl esmond, carleton young, charles d. brown, janet murdoch, sharyn payne, robert shayne, ernie adams, erville alderson, fred aldrich, carol andrews, brooks benedict, larry j. blake, paul bradley, ralph brooks, fred browne, virginia carroll, douglas carter, tom chatterton, dorothy christy, eddie coke, james conaty, james craven, matt dennis, laurie douglas, cecil elliott, alice fleming, bess flowers, charles flynn, cay forrester, joan fulton, phil garris, william gould, beatrice gray, sherry hall, al hill, victoria horne, eddie kane, richard kipling, connie leon, wilbur mack, caren marsh, david mckim, george meader, george meeker, harold miller, ralph montgomery, frances morris, noel neill, vivien oakland, steve olsen, george ramsey, ed randolph, joe recht, ruth sanderson, jeffrey sayre, lee shumway, milburn stone, clarence straight, john valentine, nanette vallon, robert verdaine, john wald, ethel wales, barbara woodell",1947,104.0,min,3.4841101694915255
as971,small soldiers,"kirsten dunst, gregory smith, jay mohr, phil hartman, kevin dunn",1998,110.0,min,3.5626326963906583
as972,small axe,"john boyega, letitia wright, shaun parkes, amarah-jae st aubyn, micheal ward, sheyi cole, kenyah sandy",2020,1.0,season,3.5841487279843443
as973,slopestyle tv,,2014,2.0,season,3.470059880239521
as974,slipstream,"sean astin, ivana milicevic, vinnie jones, kevin otto, victoria bartlett, thorston wedekind, hakeem kae-kazim, grant swanby, verity price, chantal lambert, patrick lyster, andrew whaley, sean higgs, tamsin mccarthy, eve szapira, farouk valley-omar",2005,87.0,min,3.6127450980392157
as975,sleepytime gorilla museum,,2011,55.0,min,3.495893223819302
as976,sleepwalker,"ahna o'reilly, richard armitage, haley joel osment, izabella scorupco, kevin zegers",2017,88.0,min,3.512141280353201
as977,"slate, wyn & me","simon burke, martin sacks",1987,90.0,min,3.5116525423728815
as978,slappy and the stinkers,"bd wong, bronson pinchot, jennifer coolidge, joseph ashton, scarlett pomers, travis tedford, sam mcmurray, bodhi elfman, david dukes",1998,78.0,min,3.4884453781512605
as979,sky racket,"bruce bennett (aka herman brix), joan barclay, duncan renaldo, monte blue, jack mulhall, edward earle, hattie mcdaniel",1937,62.0,min,3.5357833655705995
as980,sky dog,"daniel knudsen, vickie lynn smith, dean cain, christopher veldhuizen, mimi sagadin, rocco guirlanda, tim kaiser",2020,109.0,min,3.550935550935551
as981,skulls and roses,"raghu ram, rajiv lakshman",2019,1.0,season,3.533405172413793
as982,skin deep: the battle over morgellons,"cindy casey, steven r feldman, harry quinn schone",2020,90.0,min,3.4812108559498958
as983,skills like this,"spencer berger, kerry knuppe, brian phelan, gabriel tigerman",2007,87.0,min,3.467948717948718
as984,sketchy behaviour,"kanan gill, kenneth sebastian",2019,64.0,min,3.532128514056225
as985,six dreams,"amaia gorostiza, andrés guardado, quique cárcel, iñaki williams, eduardo berizzo, saúl ñiguez",2018,1.0,season,3.4686192468619246
as986,sitting on the moon,"roger pryor, grace bradley, william newell, henry kolker, pert kelton, henry wadsworth, joyce compton, pierre watkin, june martel",1936,53.0,min,3.534188034188034
as987,sitting bull: a stone in my heart,"adam fortunate eagle, william theobald",2008,83.0,min,3.5386138613861386
as988,sita,"sai srinivas bellamkonda, kajal aggarwal, sonu sood",2019,157.0,min,3.5921348314606742
as989,"sister, sister",,1999,6.0,season,3.497929606625259
as990,sir chris hoy - from velodrome to le mans,chris hoy,2016,52.0,min,3.494047619047619
as991,"sing, dance and learn with little baby bum",,2019,30.0,min,3.5599571734475375
as992,sing-along-songs for kids,jolly jingle works,2013,1.0,season,3.5675675675675675
as993,sing with gecko,,2019,33.0,min,3.4561586638830897
as994,sing sing nights,"conway tearle, ferdinand gottschalk, hardie albright, jameson thomas, berton churchill",1934,60.0,min,3.4870967741935486
as995,sing and learn with gecko's garage,,2019,59.0,min,3.6038374717832955
as996,sing and dance with little baby bum!,"grace tamayo, erin webbs",2019,45.0,min,3.5529045643153525
as997,sing and dance with kiiyii,,2019,47.0,min,3.5106382978723403
as998,sing along with little baby bum,"grace tamayo, erin webbs",2019,35.0,min,3.5679611650485437
as999,sinful davey,"pamela franklin, john hurt",1969,95.0,min,3.4578544061302683
as1000,sinbad: make me wanna holla,sinbad,2014,90.0,min,3.556701030927835
as1001,simple gifts: the chamber music society at shaker village,,2016,84.0,min,3.5852878464818763
as1002,simon's cat - classic collection,,2018,1.0,season,3.5997830802603037
as1003,silver wolf,"michael biehn, roy scheider, shane meier",1999,98.0,min,3.5098253275109172
as1004,silver stallion,"david sharpe, janet waldo, leroy mason, thornton edwards, chief thundercloud",1941,59.0,min,3.4835051546391753
as1005,silver blaze,"arthur wontner, ian fleming",1937,70.0,min,3.577004219409283
as1006,silver and gold,,2017,1.0,season,3.478215767634855
as1007,silk,"maxine peake, rupert penry-jones, neil stuke, alex jennings, phil davis, frances barber",2014,3.0,season,3.5626304801670146
as1008,silent witness,"emilia fox, richard lintern, david caves",2018,21.0,season,3.447198275862069
as1009,silent wings - the american glider pilots of wwii,"hal holbrook, walter cronkite, andy rooney, michael j. samek",2007,115.0,min,3.503061224489796
as1010,silence patton,"don kruizinga, peter reznikoff",2018,85.0,min,3.60752688172043
as1011,silence (tamil) (4k uhd),"anushka shetty, madhavan, anjali, michael madsen",2020,126.0,min,3.408811475409836
as1012,silence (malayalam) (4k uhd),"anushka shetty, madhavan, anjali, michael madsen",2020,126.0,min,3.5265748031496065
as1013,sigmund and the sea monsters,"rebecca bloom, david arquette, solomon stewart, mark povinelli, eileen o’connell, drew massey, michael oosterom, victor yerrid, meegan godfrey, david crespin, kyle harrison breitkopf",2017,1.0,season,3.6188436830835116
as1014,sid the science kid,"alice dinnean, donna kimball, drew massey, julianne buescher, victor yerrid",2008,1.0,season,3.4899193548387095
as1015,sick song & more nursery rhymes for kids - kiiyii,,2020,29.0,min,3.5838445807770962
as1016,siberia (2018),"keanu reeves, molly ringwald, ana ularu, aleks paunovic",2018,105.0,min,3.520661157024793
as1017,shoutoutoutout,,2011,35.0,min,3.5757575757575757
as1018,shottas,"ky-mani marley, spragga benz, louie rankin",2002,99.0,min,3.5658995815899583
as1019,shor se shuruaat,,2016,123.0,min,3.482832618025751
as1020,shock and awe: the story of electricity,jim al-khalili,2011,1.0,season,3.562381852551985
as1021,shk heroforce,"hope marie nixon, noah nixon, eden nixon, baker paffie, jordan sacchieri, emily perry, zane nixon, kenney myers, sophia clarke, elijah flanery",2018,1.0,season,3.591880341880342
as1022,shivaay,"ajay devgn, abigail eames, erika kaar",2015,154.0,min,3.5427698574338087
as1023,shipping wars,,2015,4.0,season,3.50796812749004
as1024,shinrin-yoku (forest bathing),,2019,60.0,min,3.543824701195219
as1025,shin chan spin-off vol.1  aliens vs. shinnosuke,,2016,1.0,season,3.5737527114967462
as1026,sherlock holmes: the hound of the baskervilles,"ian richardson, donald churchill, denholm elliott",1983,100.0,min,3.5226781857451406
as1027,sherlock holmes & the woman in green,"basil rathbone, nigel bruce, hillary brooke, henry daniell, paul cavanagh, matthew boulton, eve amber, frederick worlock, tom bryson, sally shepherd, mary gordon, eve ashley, john burton, harold de becker, leslie denison, tony ellis, kay harding, alec harford, ivo henderson, tommy hughes, colin hunter, olaf hytten, boyd irwin, eric mayne, william h. o'brien, violet seaton, arthur stenning, percival vivian",1945,69.0,min,3.5134228187919465
as1028,sherlock holmes & the secret weapon,"basil rathbone, nigel bruce, lionel atwill, kaaren verne, william post jr., dennis hoey, holmes herbert, mary gordon, rudolph anders, whit bissell, veda ann borg, paul bryar, john burton, vicki campbell, gerard cavin, harry cording, james craven, henry daniell, harold de becker, leslie denison, george eldredge, paul fix, leyland hodgson, guy kingsford, george burr macannan, michael mark, henry victor, harry woods",1943,71.0,min,3.478439425051335
as1029,shepherd,"lance e. nichols, kelvin harrison jr., alicia davis johnson, chelsea bryan",2021,1.0,season,3.5921325051759836
as1030,she's not our sister,"kellita smith, christian keyes, drew sidora",2011,88.0,min,3.558212058212058
as1031,shawn pelofsky: stretch it out,shawn pelofsky,2018,61.0,min,3.5
as1032,shaun the sheep - the farmer's llamas,"john sparkes, sean connolly, kate harbour, andy nyman",2015,1.0,season,3.4989690721649485
as1033,shaun the sheep,,2012,6.0,season,3.5096359743040684
as1034,sharknado 5: global swarming,"ian ziering, tara reid, cassandra scerbo, billy barratt",2017,86.0,min,3.5799220272904484
as1035,sharknado 4: the 4th awakens,"ian ziering, tara reid, david hasselhoff, gary busey, tommy davidson, cody linley, imani hakim",2016,85.0,min,3.5052301255230125
